date,region,rainfall_mm
2024-06-11,Banten,1.2
2024-06-12,Banten,0.0
2024-06-13,Banten,2.4
2024-06-14,Banten,0.0
2024-06-15,Banten,0.1
2024-06-16,Banten,0.0
2024-06-17,Banten,2.5
2024-06-18,Banten,3.7
2024-06-19,Banten,5.7
2024-06-20,Banten,6.0
2024-06-21,Banten,0.0
2024-06-22,Banten,0.0
2024-06-23,Banten,0.0
2024-06-24,Banten,1.8
2024-06-25,Banten,1.1
2024-06-26,Banten,2.3
2024-06-27,Banten,0.0
2024-06-28,Banten,0.0
2024-06-29,Banten,0.0
2024-06-30,Banten,6.0
2024-07-01,Banten,0.0
2024-07-02,Banten,0.0
2024-07-03,Banten,0.0
2024-07-04,Banten,0.0
2024-07-05,Banten,0.8
2024-07-06,Banten,5.1
2024-07-07,Banten,0.0
2024-07-08,Banten,0.0
2024-07-09,Banten,0.0
2024-07-10,Banten,10.5
2024-07-11,Banten,7.9
2024-07-12,Banten,0.0
2024-07-13,Banten,0.0
2024-07-14,Banten,0.0
2024-07-15,Banten,0.0
2024-07-16,Banten,0.4
2024-07-17,Banten,0.0
2024-07-18,Banten,0.0
2024-07-19,Banten,2.5
2024-07-20,Banten,5.3
2024-07-21,Banten,6.1
2024-07-22,Banten,3.3
2024-07-23,Banten,4.0
2024-07-24,Banten,0.1
2024-07-25,Banten,0.0
2024-07-26,Banten,0.0
2024-07-27,Banten,0.0
2024-07-28,Banten,0.0
2024-07-29,Banten,3.5
2024-07-30,Banten,4.2
2024-07-31,Banten,1.8
2024-08-01,Banten,0.0
2024-08-02,Banten,8.6
2024-08-03,Banten,5.0
2024-08-04,Banten,4.9
2024-08-05,Banten,2.3
2024-08-06,Banten,0.0
2024-08-07,Banten,0.3
2024-08-08,Banten,0.0
2024-08-09,Banten,0.0
2024-08-10,Banten,5.2
2024-08-11,Banten,0.0
2024-08-12,Banten,0.0
2024-08-13,Banten,8.6
2024-08-14,Banten,0.0
2024-08-15,Banten,0.0
2024-08-16,Banten,7.4
2024-08-17,Banten,0.0
2024-08-18,Banten,0.0
2024-08-19,Banten,0.0
2024-08-20,Banten,0.0
2024-08-21,Banten,0.0
2024-08-22,Banten,0.0
2024-08-23,Banten,0.0
2024-08-24,Banten,0.0
2024-08-25,Banten,0.0
2024-08-26,Banten,0.0
2024-08-27,Banten,0.0
2024-08-28,Banten,3.1
2024-08-29,Banten,5.3
2024-08-30,Banten,0.0
2024-08-31,Banten,2.6
2024-09-01,Banten,1.0
2024-09-02,Banten,0.0
2024-09-03,Banten,4.9
2024-09-04,Banten,7.0
2024-09-05,Banten,7.5
2024-09-06,Banten,0.0
2024-09-07,Banten,0.0
2024-09-08,Banten,6.9
2024-09-09,Banten,4.2
2024-09-10,Banten,11.1
2024-09-11,Banten,0.0
2024-09-12,Banten,0.0
2024-09-13,Banten,8.9
2024-09-14,Banten,0.0
2024-09-15,Banten,0.0
2024-09-16,Banten,7.7
2024-09-17,Banten,6.6
2024-09-18,Banten,10.6
2024-09-19,Banten,9.4
2024-09-20,Banten,7.1
2024-09-21,Banten,9.1
2024-09-22,Banten,4.7
2024-09-23,Banten,7.5
2024-09-24,Banten,8.5
2024-09-25,Banten,0.0
2024-09-26,Banten,0.0
2024-09-27,Banten,6.8
2024-09-28,Banten,12.8
2024-09-29,Banten,8.9
2024-09-30,Banten,8.8
2024-10-01,Banten,0.0
2024-10-02,Banten,0.0
2024-10-03,Banten,12.9
2024-10-04,Banten,0.0
2024-10-05,Banten,4.8
2024-10-06,Banten,0.0
2024-10-07,Banten,7.0
2024-10-08,Banten,7.3
2024-10-09,Banten,6.2
2024-10-10,Banten,7.6
2024-10-11,Banten,0.0
2024-10-12,Banten,0.0
2024-10-13,Banten,0.0
2024-10-14,Banten,13.9
2024-10-15,Banten,13.8
2024-10-16,Banten,0.0
2024-10-17,Banten,0.0
2024-10-18,Banten,4.3
2024-10-19,Banten,0.0
2024-10-20,Banten,0.0
2024-10-21,Banten,9.9
2024-10-22,Banten,7.9
2024-10-23,Banten,5.8
2024-10-24,Banten,0.0
2024-10-25,Banten,10.9
2024-10-26,Banten,0.0
2024-10-27,Banten,0.0
2024-10-28,Banten,12.1
2024-10-29,Banten,12.1
2024-10-30,Banten,9.2
2024-10-31,Banten,8.1
2024-11-01,Banten,0.0
2024-11-02,Banten,6.9
2024-11-03,Banten,7.0
2024-11-04,Banten,12.7
2024-11-05,Banten,11.4
2024-11-06,Banten,0.0
2024-11-07,Banten,0.0
2024-11-08,Banten,10.0
2024-11-09,Banten,0.0
2024-11-10,Banten,0.0
2024-11-11,Banten,7.9
2024-11-12,Banten,0.0
2024-11-13,Banten,7.9
2024-11-14,Banten,0.0
2024-11-15,Banten,5.1
2024-11-16,Banten,0.0
2024-11-17,Banten,0.0
2024-11-18,Banten,8.3
2024-11-19,Banten,0.0
2024-11-20,Banten,16.6
2024-11-21,Banten,0.0
2024-11-22,Banten,10.2
2024-11-23,Banten,0.0
2024-11-24,Banten,12.4
2024-11-25,Banten,0.0
2024-11-26,Banten,0.0
2024-11-27,Banten,10.7
2024-11-28,Banten,11.0
2024-11-29,Banten,12.3
2024-11-30,Banten,0.0
2024-12-01,Banten,0.0
2024-12-02,Banten,12.8
2024-12-03,Banten,16.1
2024-12-04,Banten,0.0
2024-12-05,Banten,12.4
2024-12-06,Banten,11.7
2024-12-07,Banten,0.0
2024-12-08,Banten,9.6
2024-12-09,Banten,6.8
2024-12-10,Banten,0.0
2024-12-11,Banten,9.7
2024-12-12,Banten,0.0
2024-12-13,Banten,0.0
2024-12-14,Banten,0.0
2024-12-15,Banten,14.6
2024-12-16,Banten,11.4
2024-12-17,Banten,10.6
2024-12-18,Banten,0.0
2024-12-19,Banten,7.5
2024-12-20,Banten,0.0
2024-12-21,Banten,9.4
2024-12-22,Banten,0.0
2024-12-23,Banten,12.7
2024-12-24,Banten,12.0
2024-12-25,Banten,0.0
2024-12-26,Banten,13.1
2024-12-27,Banten,0.0
2024-12-28,Banten,11.9
2024-12-29,Banten,9.6
2024-12-30,Banten,0.0
2024-12-31,Banten,13.6
2025-01-01,Banten,0.0
2025-01-02,Banten,18.3
2025-01-03,Banten,0.0
2025-01-04,Banten,0.0
2025-01-05,Banten,9.6
2025-01-06,Banten,6.7
2025-01-07,Banten,13.4
2025-01-08,Banten,16.2
2025-01-09,Banten,0.0
2025-01-10,Banten,0.0
2025-01-11,Banten,11.1
2025-01-12,Banten,6.4
2025-01-13,Banten,5.9
2025-01-14,Banten,9.3
2025-01-15,Banten,13.4
2025-01-16,Banten,14.9
2025-01-17,Banten,14.2
2025-01-18,Banten,16.7
2025-01-19,Banten,14.7
2025-01-20,Banten,12.2
2025-01-21,Banten,0.0
2025-01-22,Banten,0.0
2025-01-23,Banten,0.0
2025-01-24,Banten,8.0
2025-01-25,Banten,0.0
2025-01-26,Banten,11.9
2025-01-27,Banten,0.0
2025-01-28,Banten,16.1
2025-01-29,Banten,0.0
2025-01-30,Banten,11.9
2025-01-31,Banten,19.9
2025-02-01,Banten,16.9
2025-02-02,Banten,16.7
2025-02-03,Banten,17.0
2025-02-04,Banten,17.3
2025-02-05,Banten,0.0
2025-02-06,Banten,12.0
2025-02-07,Banten,8.9
2025-02-08,Banten,7.8
2025-02-09,Banten,10.0
2025-02-10,Banten,8.3
2025-02-11,Banten,7.1
2025-02-12,Banten,0.0
2025-02-13,Banten,0.0
2025-02-14,Banten,0.0
2025-02-15,Banten,0.0
2025-02-16,Banten,12.8
2025-02-17,Banten,0.0
2025-02-18,Banten,15.4
2025-02-19,Banten,0.0
2025-02-20,Banten,0.0
2025-02-21,Banten,0.0
2025-02-22,Banten,17.0
2025-02-23,Banten,0.0
2025-02-24,Banten,0.0
2025-02-25,Banten,13.5
2025-02-26,Banten,0.0
2025-02-27,Banten,0.0
2025-02-28,Banten,6.9
2025-03-01,Banten,9.4
2025-03-02,Banten,9.6
2025-03-03,Banten,11.5
2025-03-04,Banten,8.6
2025-03-05,Banten,7.7
2025-03-06,Banten,10.0
2025-03-07,Banten,0.0
2025-03-08,Banten,6.1
2025-03-09,Banten,6.0
2025-03-10,Banten,0.0
2025-03-11,Banten,0.0
2025-03-12,Banten,4.8
2025-03-13,Banten,9.6
2025-03-14,Banten,6.9
2025-03-15,Banten,8.4
2025-03-16,Banten,7.8
2025-03-17,Banten,8.5
2025-03-18,Banten,7.3
2025-03-19,Banten,0.0
2025-03-20,Banten,0.0
2025-03-21,Banten,7.1
2025-03-22,Banten,9.0
2025-03-23,Banten,13.8
2025-03-24,Banten,9.4
2025-03-25,Banten,10.9
2025-03-26,Banten,0.0
2025-03-27,Banten,0.0
2025-03-28,Banten,10.5
2025-03-29,Banten,8.2
2025-03-30,Banten,1.1
2025-03-31,Banten,3.5
2025-04-01,Banten,0.0
2025-04-02,Banten,15.4
2025-04-03,Banten,0.0
2025-04-04,Banten,0.0
2025-04-05,Banten,0.0
2025-04-06,Banten,0.0
2025-04-07,Banten,5.0
2025-04-08,Banten,10.4
2025-04-09,Banten,7.9
2025-04-10,Banten,0.0
2025-04-11,Banten,2.4
2025-04-12,Banten,10.0
2025-04-13,Banten,12.8
2025-04-14,Banten,0.0
2025-04-15,Banten,6.5
2025-04-16,Banten,0.0
2025-04-17,Banten,0.0
2025-04-18,Banten,0.0
2025-04-19,Banten,0.0
2025-04-20,Banten,0.0
2025-04-21,Banten,9.3
2025-04-22,Banten,0.0
2025-04-23,Banten,0.0
2025-04-24,Banten,0.0
2025-04-25,Banten,8.1
2025-04-26,Banten,8.9
2025-04-27,Banten,0.0
2025-04-28,Banten,0.0
2025-04-29,Banten,13.0
2025-04-30,Banten,12.1
2025-05-01,Banten,0.0
2025-05-02,Banten,0.0
2025-05-03,Banten,0.0
2025-05-04,Banten,7.1
2025-05-05,Banten,5.9
2025-05-06,Banten,0.0
2025-05-07,Banten,0.0
2025-05-08,Banten,2.2
2025-05-09,Banten,2.8
2025-05-10,Banten,0.0
2025-05-11,Banten,5.0
2025-05-12,Banten,3.4
2025-05-13,Banten,0.0
2025-05-14,Banten,0.0
2025-05-15,Banten,5.9
2025-05-16,Banten,6.3
2025-05-17,Banten,0.0
2025-05-18,Banten,5.2
2025-05-19,Banten,0.0
2025-05-20,Banten,0.0
2025-05-21,Banten,0.0
2025-05-22,Banten,0.0
2025-05-23,Banten,4.6
2025-05-24,Banten,0.0
2025-05-25,Banten,0.0
2025-05-26,Banten,0.0
2025-05-27,Banten,0.0
2025-05-28,Banten,0.0
2025-05-29,Banten,9.9
2025-05-30,Banten,12.5
2025-05-31,Banten,0.0
2022-06-01,Lampung,0.0
2022-06-02,Lampung,3.6
2022-06-03,Lampung,2.7
2022-06-04,Lampung,0.0
2022-06-05,Lampung,0.0
2022-06-06,Lampung,2.5
2022-06-07,Lampung,0.0
2022-06-08,Lampung,0.0
2022-06-09,Lampung,0.0
2022-06-10,Lampung,2.4
2022-06-11,Lampung,0.0
2022-06-12,Lampung,0.0
2022-06-13,Lampung,0.0
2022-06-14,Lampung,6.2
2022-06-15,Lampung,0.0
2022-06-16,Lampung,0.0
2022-06-17,Lampung,3.4
2022-06-18,Lampung,0.0
2022-06-19,Lampung,2.0
2022-06-20,Lampung,0.0
2022-06-21,Lampung,0.0
2022-06-22,Lampung,0.0
2022-06-23,Lampung,0.0
2022-06-24,Lampung,0.0
2022-06-25,Lampung,2.2
2022-06-26,Lampung,0.0
2022-06-27,Lampung,0.0
2022-06-28,Lampung,0.0
2022-06-29,Lampung,0.0
2022-06-30,Lampung,0.0
2022-07-01,Lampung,0.0
2022-07-02,Lampung,0.0
2022-07-03,Lampung,0.0
2022-07-04,Lampung,0.0
2022-07-05,Lampung,0.0
2022-07-06,Lampung,0.0
2022-07-07,Lampung,0.0
2022-07-08,Lampung,9.3
2022-07-09,Lampung,6.3
2022-07-10,Lampung,6.0
2022-07-11,Lampung,2.8
2022-07-12,Lampung,4.1
2022-07-13,Lampung,0.0
2022-07-14,Lampung,0.0
2022-07-15,Lampung,7.8
2022-07-16,Lampung,5.7
2022-07-17,Lampung,9.4
2022-07-18,Lampung,0.0
2022-07-19,Lampung,4.9
2022-07-20,Lampung,3.9
2022-07-21,Lampung,7.9
2022-07-22,Lampung,6.2
2022-07-23,Lampung,0.0
2022-07-24,Lampung,3.3
2022-07-25,Lampung,0.0
2022-07-26,Lampung,7.3
2022-07-27,Lampung,0.0
2022-07-28,Lampung,7.9
2022-07-29,Lampung,4.3
2022-07-30,Lampung,0.0
2022-07-31,Lampung,8.1
2022-08-01,Lampung,0.0
2022-08-02,Lampung,4.0
2022-08-03,Lampung,3.0
2022-08-04,Lampung,0.0
2022-08-05,Lampung,0.0
2022-08-06,Lampung,0.0
2022-08-07,Lampung,0.0
2022-08-08,Lampung,8.5
2022-08-09,Lampung,5.3
2022-08-10,Lampung,3.2
2022-08-11,Lampung,2.1
2022-08-12,Lampung,0.0
2022-08-13,Lampung,5.7
2022-08-14,Lampung,0.0
2022-08-15,Lampung,0.0
2022-08-16,Lampung,3.2
2022-08-17,Lampung,3.8
2022-08-18,Lampung,0.0
2022-08-19,Lampung,0.0
2022-08-20,Lampung,9.5
2022-08-21,Lampung,0.0
2022-08-22,Lampung,0.0
2022-08-23,Lampung,12.8
2022-08-24,Lampung,14.0
2022-08-25,Lampung,0.0
2022-08-26,Lampung,5.5
2022-08-27,Lampung,3.5
2022-08-28,Lampung,2.7
2022-08-29,Lampung,5.4
2022-08-30,Lampung,0.0
2022-08-31,Lampung,0.0
2022-09-01,Lampung,6.9
2022-09-02,Lampung,0.0
2022-09-03,Lampung,0.0
2022-09-04,Lampung,0.0
2022-09-05,Lampung,0.0
2022-09-06,Lampung,5.9
2022-09-07,Lampung,0.0
2022-09-08,Lampung,5.1
2022-09-09,Lampung,0.0
2022-09-10,Lampung,4.7
2022-09-11,Lampung,0.6
2022-09-12,Lampung,2.7
2022-09-13,Lampung,0.0
2022-09-14,Lampung,4.0
2022-09-15,Lampung,0.0
2022-09-16,Lampung,0.0
2022-09-17,Lampung,5.2
2022-09-18,Lampung,0.0
2022-09-19,Lampung,3.1
2022-09-20,Lampung,0.0
2022-09-21,Lampung,0.0
2022-09-22,Lampung,0.0
2022-09-23,Lampung,6.1
2022-09-24,Lampung,7.3
2022-09-25,Lampung,0.0
2022-09-26,Lampung,0.0
2022-09-27,Lampung,8.0
2022-09-28,Lampung,6.2
2022-09-29,Lampung,0.0
2022-09-30,Lampung,0.0
2022-10-01,Lampung,4.9
2022-10-02,Lampung,6.8
2022-10-03,Lampung,7.2
2022-10-04,Lampung,10.1
2022-10-05,Lampung,9.1
2022-10-06,Lampung,6.2
2022-10-07,Lampung,6.5
2022-10-08,Lampung,0.0
2022-10-09,Lampung,0.0
2022-10-10,Lampung,0.0
2022-10-11,Lampung,0.0
2022-10-12,Lampung,9.5
2022-10-13,Lampung,7.9
2022-10-14,Lampung,10.5
2022-10-15,Lampung,0.0
2022-10-16,Lampung,0.0
2022-10-17,Lampung,0.0
2022-10-18,Lampung,10.6
2022-10-19,Lampung,9.5
2022-10-20,Lampung,6.2
2022-10-21,Lampung,10.8
2022-10-22,Lampung,12.7
2022-10-23,Lampung,0.0
2022-10-24,Lampung,11.4
2022-10-25,Lampung,8.9
2022-10-26,Lampung,10.9
2022-10-27,Lampung,0.0
2022-10-28,Lampung,0.0
2022-10-29,Lampung,14.9
2022-10-30,Lampung,0.0
2022-10-31,Lampung,0.0
2022-11-01,Lampung,10.7
2022-11-02,Lampung,6.9
2022-11-03,Lampung,0.0
2022-11-04,Lampung,12.3
2022-11-05,Lampung,0.0
2022-11-06,Lampung,15.1
2022-11-07,Lampung,12.0
2022-11-08,Lampung,0.0
2022-11-09,Lampung,7.6
2022-11-10,Lampung,10.0
2022-11-11,Lampung,0.0
2022-11-12,Lampung,8.5
2022-11-13,Lampung,10.5
2022-11-14,Lampung,0.0
2022-11-15,Lampung,14.4
2022-11-16,Lampung,0.0
2022-11-17,Lampung,0.0
2022-11-18,Lampung,0.0
2022-11-19,Lampung,0.0
2022-11-20,Lampung,0.0
2022-11-21,Lampung,0.0
2022-11-22,Lampung,0.0
2022-11-23,Lampung,12.0
2022-11-24,Lampung,10.3
2022-11-25,Lampung,0.0
2022-11-26,Lampung,11.6
2022-11-27,Lampung,0.0
2022-11-28,Lampung,7.3
2022-11-29,Lampung,6.6
2022-11-30,Lampung,7.4
2022-12-01,Lampung,8.0
2022-12-02,Lampung,10.0
2022-12-03,Lampung,0.0
2022-12-04,Lampung,8.8
2022-12-05,Lampung,0.0
2022-12-06,Lampung,13.9
2022-12-07,Lampung,12.9
2022-12-08,Lampung,16.1
2022-12-09,Lampung,0.0
2022-12-10,Lampung,0.0
2022-12-11,Lampung,0.0
2022-12-12,Lampung,0.0
2022-12-13,Lampung,14.0
2022-12-14,Lampung,0.0
2022-12-15,Lampung,8.8
2022-12-16,Lampung,0.0
2022-12-17,Lampung,0.0
2022-12-18,Lampung,0.0
2022-12-19,Lampung,13.4
2022-12-20,Lampung,0.0
2022-12-21,Lampung,15.1
2022-12-22,Lampung,14.7
2022-12-23,Lampung,14.7
2022-12-24,Lampung,14.5
2022-12-25,Lampung,15.6
2022-12-26,Lampung,0.0
2022-12-27,Lampung,16.2
2022-12-28,Lampung,21.7
2022-12-29,Lampung,19.7
2022-12-30,Lampung,0.0
2022-12-31,Lampung,0.0
2023-01-01,Lampung,0.0
2023-01-02,Lampung,16.3
2023-01-03,Lampung,17.4
2023-01-04,Lampung,17.9
2023-01-05,Lampung,13.9
2023-01-06,Lampung,14.0
2023-01-07,Lampung,0.0
2023-01-08,Lampung,0.0
2023-01-09,Lampung,9.3
2023-01-10,Lampung,0.0
2023-01-11,Lampung,10.3
2023-01-12,Lampung,0.0
2023-01-13,Lampung,11.1
2023-01-14,Lampung,4.6
2023-01-15,Lampung,6.2
2023-01-16,Lampung,0.0
2023-01-17,Lampung,0.0
2023-01-18,Lampung,0.0
2023-01-19,Lampung,19.8
2023-01-20,Lampung,0.0
2023-01-21,Lampung,12.2
2023-01-22,Lampung,14.7
2023-01-23,Lampung,0.0
2023-01-24,Lampung,13.1
2023-01-25,Lampung,14.8
2023-01-26,Lampung,12.5
2023-01-27,Lampung,0.0
2023-01-28,Lampung,0.0
2023-01-29,Lampung,9.4
2023-01-30,Lampung,15.0
2023-01-31,Lampung,0.0
2023-02-01,Lampung,0.0
2023-02-02,Lampung,14.4
2023-02-03,Lampung,17.3
2023-02-04,Lampung,12.1
2023-02-05,Lampung,0.0
2023-02-06,Lampung,8.8
2023-02-07,Lampung,8.9
2023-02-08,Lampung,0.0
2023-02-09,Lampung,13.3
2023-02-10,Lampung,0.0
2023-02-11,Lampung,9.8
2023-02-12,Lampung,0.0
2023-02-13,Lampung,0.0
2023-02-14,Lampung,9.7
2023-02-15,Lampung,0.0
2023-02-16,Lampung,0.0
2023-02-17,Lampung,6.2
2023-02-18,Lampung,6.0
2023-02-19,Lampung,12.0
2023-02-20,Lampung,0.0
2023-02-21,Lampung,10.4
2023-02-22,Lampung,13.2
2023-02-23,Lampung,0.0
2023-02-24,Lampung,9.3
2023-02-25,Lampung,9.2
2023-02-26,Lampung,0.0
2023-02-27,Lampung,7.4
2023-02-28,Lampung,10.1
2023-03-01,Lampung,0.0
2023-03-02,Lampung,9.4
2023-03-03,Lampung,0.0
2023-03-04,Lampung,11.8
2023-03-05,Lampung,0.0
2023-03-06,Lampung,7.4
2023-03-07,Lampung,5.2
2023-03-08,Lampung,0.0
2023-03-09,Lampung,9.4
2023-03-10,Lampung,15.2
2023-03-11,Lampung,12.4
2023-03-12,Lampung,8.9
2023-03-13,Lampung,4.9
2023-03-14,Lampung,0.0
2023-03-15,Lampung,0.0
2023-03-16,Lampung,0.0
2023-03-17,Lampung,14.5
2023-03-18,Lampung,15.6
2023-03-19,Lampung,0.0
2023-03-20,Lampung,8.0
2023-03-21,Lampung,10.9
2023-03-22,Lampung,7.2
2023-03-23,Lampung,7.0
2023-03-24,Lampung,5.7
2023-03-25,Lampung,4.3
2023-03-26,Lampung,6.7
2023-03-27,Lampung,10.5
2023-03-28,Lampung,7.2
2023-03-29,Lampung,0.0
2023-03-30,Lampung,13.2
2023-03-31,Lampung,12.1
2023-04-01,Lampung,14.4
2023-04-02,Lampung,9.0
2023-04-03,Lampung,11.1
2023-04-04,Lampung,6.1
2023-04-05,Lampung,0.0
2023-04-06,Lampung,8.6
2023-04-07,Lampung,0.0
2023-04-08,Lampung,5.8
2023-04-09,Lampung,0.0
2023-04-10,Lampung,9.5
2023-04-11,Lampung,13.8
2023-04-12,Lampung,0.0
2023-04-13,Lampung,12.2
2023-04-14,Lampung,9.7
2023-04-15,Lampung,6.8
2023-04-16,Lampung,0.0
2023-04-17,Lampung,0.0
2023-04-18,Lampung,0.0
2023-04-19,Lampung,5.5
2023-04-20,Lampung,2.2
2023-04-21,Lampung,3.3
2023-04-22,Lampung,0.0
2023-04-23,Lampung,0.0
2023-04-24,Lampung,0.0
2023-04-25,Lampung,0.0
2023-04-26,Lampung,0.0
2023-04-27,Lampung,5.2
2023-04-28,Lampung,0.0
2023-04-29,Lampung,5.0
2023-04-30,Lampung,9.8
2023-05-01,Lampung,0.0
2023-05-02,Lampung,6.2
2023-05-03,Lampung,0.0
2023-05-04,Lampung,7.7
2023-05-05,Lampung,0.0
2023-05-06,Lampung,3.5
2023-05-07,Lampung,2.7
2023-05-08,Lampung,0.0
2023-05-09,Lampung,9.5
2023-05-10,Lampung,7.2
2023-05-11,Lampung,8.1
2023-05-12,Lampung,5.9
2023-05-13,Lampung,0.0
2023-05-14,Lampung,9.9
2023-05-15,Lampung,7.6
2023-05-16,Lampung,0.0
2023-05-17,Lampung,0.0
2023-05-18,Lampung,0.0
2023-05-19,Lampung,7.5
2023-05-20,Lampung,2.1
2023-05-21,Lampung,0.4
2023-05-22,Lampung,0.0
2023-05-23,Lampung,3.0
2023-05-24,Lampung,4.1
2023-05-25,Lampung,9.4
2023-05-26,Lampung,7.4
2023-05-27,Lampung,6.2
2023-05-28,Lampung,0.0
2023-05-29,Lampung,4.3
2023-05-30,Lampung,6.5
2023-05-31,Lampung,7.2
2023-06-01,Lampung,0.0
2023-06-02,Lampung,0.0
2023-06-03,Lampung,5.1
2023-06-04,Lampung,0.0
2023-06-05,Lampung,0.0
2023-06-06,Lampung,0.0
2023-06-07,Lampung,0.0
2023-06-08,Lampung,0.0
2023-06-09,Lampung,4.2
2023-06-10,Lampung,0.0
2023-06-11,Lampung,3.1
2023-06-12,Lampung,2.4
2023-06-13,Lampung,0.0
2023-06-14,Lampung,0.0
2023-06-15,Lampung,3.0
2023-06-16,Lampung,6.0
2023-06-17,Lampung,0.0
2023-06-18,Lampung,0.0
2023-06-19,Lampung,4.4
2023-06-20,Lampung,0.0
2023-06-21,Lampung,6.6
2023-06-22,Lampung,8.1
2023-06-23,Lampung,13.3
2023-06-24,Lampung,0.0
2023-06-25,Lampung,2.6
2023-06-26,Lampung,3.2
2023-06-27,Lampung,0.0
2023-06-28,Lampung,7.1
2023-06-29,Lampung,4.1
2023-06-30,Lampung,4.3
2023-07-01,Lampung,4.1
2023-07-02,Lampung,0.0
2023-07-03,Lampung,8.2
2023-07-04,Lampung,7.0
2023-07-05,Lampung,0.0
2023-07-06,Lampung,2.2
2023-07-07,Lampung,10.8
2023-07-08,Lampung,0.0
2023-07-09,Lampung,0.0
2023-07-10,Lampung,0.0
2023-07-11,Lampung,3.1
2023-07-12,Lampung,4.9
2023-07-13,Lampung,0.0
2023-07-14,Lampung,5.9
2023-07-15,Lampung,1.2
2023-07-16,Lampung,0.0
2023-07-17,Lampung,0.0
2023-07-18,Lampung,9.0
2023-07-19,Lampung,3.4
2023-07-20,Lampung,8.6
2023-07-21,Lampung,3.0
2023-07-22,Lampung,0.0
2023-07-23,Lampung,0.0
2023-07-24,Lampung,6.5
2023-07-25,Lampung,4.2
2023-07-26,Lampung,3.7
2023-07-27,Lampung,1.5
2023-07-28,Lampung,8.8
2023-07-29,Lampung,10.9
2023-07-30,Lampung,0.0
2023-07-31,Lampung,2.4
2023-08-01,Lampung,0.1
2023-08-02,Lampung,4.9
2023-08-03,Lampung,5.6
2023-08-04,Lampung,0.0
2023-08-05,Lampung,2.2
2023-08-06,Lampung,0.0
2023-08-07,Lampung,9.1
2023-08-08,Lampung,8.9
2023-08-09,Lampung,3.8
2023-08-10,Lampung,11.5
2023-08-11,Lampung,5.7
2023-08-12,Lampung,0.0
2023-08-13,Lampung,6.8
2023-08-14,Lampung,4.5
2023-08-15,Lampung,7.1
2023-08-16,Lampung,0.0
2023-08-17,Lampung,0.0
2023-08-18,Lampung,0.0
2023-08-19,Lampung,0.0
2023-08-20,Lampung,0.0
2023-08-21,Lampung,0.0
2023-08-22,Lampung,0.0
2023-08-23,Lampung,0.0
2023-08-24,Lampung,0.0
2023-08-25,Lampung,0.0
2023-08-26,Lampung,0.0
2023-08-27,Lampung,0.0
2023-08-28,Lampung,9.4
2023-08-29,Lampung,0.0
2023-08-30,Lampung,0.0
2023-08-31,Lampung,0.0
2023-09-01,Lampung,0.0
2023-09-02,Lampung,0.0
2023-09-03,Lampung,0.0
2023-09-04,Lampung,11.0
2023-09-05,Lampung,0.0
2023-09-06,Lampung,4.8
2023-09-07,Lampung,0.0
2023-09-08,Lampung,2.8
2023-09-09,Lampung,0.0
2023-09-10,Lampung,5.8
2023-09-11,Lampung,0.0
2023-09-12,Lampung,2.5
2023-09-13,Lampung,2.7
2023-09-14,Lampung,6.4
2023-09-15,Lampung,5.9
2023-09-16,Lampung,4.7
2023-09-17,Lampung,0.0
2023-09-18,Lampung,0.0
2023-09-19,Lampung,0.0
2023-09-20,Lampung,3.4
2023-09-21,Lampung,2.3
2023-09-22,Lampung,0.0
2023-09-23,Lampung,0.0
2023-09-24,Lampung,7.8
2023-09-25,Lampung,7.0
2023-09-26,Lampung,0.0
2023-09-27,Lampung,4.8
2023-09-28,Lampung,0.0
2023-09-29,Lampung,0.0
2023-09-30,Lampung,0.0
2023-10-01,Lampung,0.0
2023-10-02,Lampung,0.0
2023-10-03,Lampung,0.0
2023-10-04,Lampung,5.7
2023-10-05,Lampung,3.9
2023-10-06,Lampung,0.0
2023-10-07,Lampung,10.3
2023-10-08,Lampung,8.1
2023-10-09,Lampung,8.3
2023-10-10,Lampung,9.0
2023-10-11,Lampung,9.4
2023-10-12,Lampung,9.0
2023-10-13,Lampung,0.0
2023-10-14,Lampung,0.0
2023-10-15,Lampung,0.0
2023-10-16,Lampung,0.0
2023-10-17,Lampung,0.0
2023-10-18,Lampung,0.0
2023-10-19,Lampung,0.0
2023-10-20,Lampung,9.8
2023-10-21,Lampung,0.0
2023-10-22,Lampung,0.0
2023-10-23,Lampung,10.7
2023-10-24,Lampung,11.4
2023-10-25,Lampung,0.0
2023-10-26,Lampung,11.3
2023-10-27,Lampung,11.7
2023-10-28,Lampung,0.0
2023-10-29,Lampung,9.4
2023-10-30,Lampung,7.5
2023-10-31,Lampung,0.0
2023-11-01,Lampung,0.0
2023-11-02,Lampung,10.5
2023-11-03,Lampung,0.0
2023-11-04,Lampung,11.9
2023-11-05,Lampung,0.0
2023-11-06,Lampung,0.0
2023-11-07,Lampung,0.0
2023-11-08,Lampung,0.0
2023-11-09,Lampung,5.8
2023-11-10,Lampung,0.0
2023-11-11,Lampung,7.7
2023-11-12,Lampung,4.7
2023-11-13,Lampung,8.7
2023-11-14,Lampung,0.0
2023-11-15,Lampung,6.3
2023-11-16,Lampung,0.0
2023-11-17,Lampung,8.8
2023-11-18,Lampung,7.2
2023-11-19,Lampung,9.4
2023-11-20,Lampung,0.0
2023-11-21,Lampung,0.0
2023-11-22,Lampung,0.0
2023-11-23,Lampung,0.0
