date,sea_area,wind_speed_knots,wave_height_m
25/11/2023,Selat Bali,20.3,2.77
26/11/2023,Selat Bali,22.2,2.42
27/11/2023,Selat Bali,22.1,2.22
28/11/2023,Selat Bali,25.5,2.14
29/11/2023,Selat Bali,22.6,2.08
30/11/2023,Selat Bali,19.1,2.81
01/12/2023,Selat Bali,20.3,3.04
02/12/2023,Selat Bali,21.5,2.48
03/12/2023,Selat Bali,23.2,2.28
04/12/2023,Selat Bali,20.8,2.42
05/12/2023,Selat Bali,19.9,2.78
06/12/2023,Selat Bali,21.3,2.45
07/12/2023,Selat Bali,20.3,2.29
08/12/2023,Selat Bali,21.4,2.31
09/12/2023,Selat Bali,19.4,1.93
10/12/2023,Selat Bali,16.5,2.42
11/12/2023,Selat Bali,15.5,2.65
12/12/2023,Selat Bali,13.7,2.69
13/12/2023,Selat Bali,14.2,2.72
14/12/2023,Selat Bali,16.1,2.75
15/12/2023,Selat Bali,13.6,2.66
16/12/2023,Selat Bali,17.1,2.84
17/12/2023,Selat Bali,15.7,2.2
18/12/2023,Selat Bali,14.0,2.22
19/12/2023,Selat Bali,14.3,2.68
20/12/2023,Selat Bali,16.6,2.75
21/12/2023,Selat Bali,17.3,2.91
22/12/2023,Selat Bali,14.6,2.32
23/12/2023,Selat Bali,14.6,2.32
24/12/2023,Selat Bali,18.2,2.25
25/12/2023,Selat Bali,18.0,2.11
26/12/2023,Selat Bali,21.5,1.72
27/12/2023,Selat Bali,22.7,1.78
28/12/2023,Selat Bali,22.3,1.91
29/12/2023,Selat Bali,22.9,2.51
30/12/2023,Selat Bali,22.6,2.15
31/12/2023,Selat Bali,21.7,2.26
01/01/2024,Selat Bali,19.4,2.29
02/01/2024,Selat Bali,18.5,2.49
03/01/2024,Selat Bali,19.3,2.56
04/01/2024,Selat Bali,14.9,2.47
05/01/2024,Selat Bali,15.4,1.97
06/01/2024,Selat Bali,15.8,1.95
07/01/2024,Selat Bali,17.0,2.39
08/01/2024,Selat Bali,17.5,2.65
09/01/2024,Selat Bali,19.2,2.68
10/01/2024,Selat Bali,20.1,2.3
11/01/2024,Selat Bali,19.5,3.17
12/01/2024,Selat Bali,18.9,3.39
13/01/2024,Selat Bali,20.5,2.57
14/01/2024,Selat Bali,20.8,2.8
15/01/2024,Selat Bali,20.2,3.2
16/01/2024,Selat Bali,18.9,3.03
17/01/2024,Selat Bali,18.2,3.23
18/01/2024,Selat Bali,18.4,3.21
19/01/2024,Selat Bali,17.6,3.17
20/01/2024,Selat Bali,16.3,3.59
21/01/2024,Selat Bali,16.5,3.18
22/01/2024,Selat Bali,18.4,2.84
23/01/2024,Selat Bali,15.4,2.92
24/01/2024,Selat Bali,18.7,2.92
25/01/2024,Selat Bali,16.7,2.77
26/01/2024,Selat Bali,14.8,3.19
27/01/2024,Selat Bali,15.1,2.91
28/01/2024,Selat Bali,15.7,3.22
29/01/2024,Selat Bali,16.4,3.21
30/01/2024,Selat Bali,14.3,3.13
31/01/2024,Selat Bali,12.6,2.87
01/02/2024,Selat Bali,17.5,2.5
02/02/2024,Selat Bali,16.4,2.26
03/02/2024,Selat Bali,14.9,2.77
04/02/2024,Selat Bali,14.6,2.61
05/02/2024,Selat Bali,15.6,2.51
06/02/2024,Selat Bali,19.3,2.09
07/02/2024,Selat Bali,16.2,1.92
08/02/2024,Selat Bali,16.2,1.97
09/02/2024,Selat Bali,11.4,1.77
10/02/2024,Selat Bali,13.7,2.26
11/02/2024,Selat Bali,15.5,1.87
12/02/2024,Selat Bali,13.5,2.37
13/02/2024,Selat Bali,16.3,2.1
14/02/2024,Selat Bali,16.5,1.55
15/02/2024,Selat Bali,16.4,1.79
16/02/2024,Selat Bali,19.1,1.86
17/02/2024,Selat Bali,20.2,2.18
18/02/2024,Selat Bali,19.9,1.92
19/02/2024,Selat Bali,21.4,2.13
20/02/2024,Selat Bali,21.3,2.58
21/02/2024,Selat Bali,20.5,2.88
22/02/2024,Selat Bali,21.6,2.94
23/02/2024,Selat Bali,18.7,3.3
24/02/2024,Selat Bali,21.1,2.3
25/02/2024,Selat Bali,20.6,1.94
26/02/2024,Selat Bali,14.4,1.9
27/02/2024,Selat Bali,15.2,1.7
28/02/2024,Selat Bali,14.2,2.3
29/02/2024,Selat Bali,14.6,2.62
01/03/2024,Selat Bali,18.2,2.37
02/03/2024,Selat Bali,18.4,2.4
03/03/2024,Selat Bali,22.8,2.21
04/03/2024,Selat Bali,19.8,2.81
05/03/2024,Selat Bali,18.8,2.11
06/03/2024,Selat Bali,18.9,2.1
07/03/2024,Selat Bali,20.4,2.31
08/03/2024,Selat Bali,19.6,2.03
09/03/2024,Selat Bali,20.4,2.08
10/03/2024,Selat Bali,17.1,2.65
11/03/2024,Selat Bali,18.0,2.12
12/03/2024,Selat Bali,21.8,1.84
13/03/2024,Selat Bali,21.8,1.53
14/03/2024,Selat Bali,20.4,1.56
15/03/2024,Selat Bali,19.2,2.39
16/03/2024,Selat Bali,21.1,2.46
17/03/2024,Selat Bali,19.8,1.94
18/03/2024,Selat Bali,20.2,1.65
19/03/2024,Selat Bali,18.5,2.31
20/03/2024,Selat Bali,17.8,2.35
21/03/2024,Selat Bali,16.9,2.34
22/03/2024,Selat Bali,15.8,2.14
23/03/2024,Selat Bali,16.1,1.93
24/03/2024,Selat Bali,18.3,2.2
25/03/2024,Selat Bali,16.1,2.05
26/03/2024,Selat Bali,17.0,2.08
27/03/2024,Selat Bali,18.0,2.16
28/03/2024,Selat Bali,20.9,2.07
29/03/2024,Selat Bali,18.7,2.47
30/03/2024,Selat Bali,12.8,2.68
31/03/2024,Selat Bali,11.6,3.02
01/04/2024,Selat Bali,15.4,3.87
02/04/2024,Selat Bali,14.3,3.0
03/04/2024,Selat Bali,14.0,2.76
04/04/2024,Selat Bali,10.9,2.29
05/04/2024,Selat Bali,13.4,1.66
06/04/2024,Selat Bali,13.6,1.38
07/04/2024,Selat Bali,11.0,1.44
08/04/2024,Selat Bali,14.1,1.4
09/04/2024,Selat Bali,13.4,1.44
10/04/2024,Selat Bali,11.9,1.64
11/04/2024,Selat Bali,12.3,1.55
12/04/2024,Selat Bali,14.1,1.71
13/04/2024,Selat Bali,13.8,1.68
14/04/2024,Selat Bali,11.0,2.04
15/04/2024,Selat Bali,11.0,2.13
16/04/2024,Selat Bali,15.2,1.77
17/04/2024,Selat Bali,14.5,1.78
18/04/2024,Selat Bali,12.9,1.81
19/04/2024,Selat Bali,17.4,2.31
20/04/2024,Selat Bali,16.3,1.81
21/04/2024,Selat Bali,16.6,2.11
22/04/2024,Selat Bali,15.2,2.32
23/04/2024,Selat Bali,16.6,2.08
24/04/2024,Selat Bali,16.0,1.86
25/04/2024,Selat Bali,13.6,1.62
26/04/2024,Selat Bali,15.9,1.08
27/04/2024,Selat Bali,16.1,1.47
28/04/2024,Selat Bali,15.6,0.62
29/04/2024,Selat Bali,15.3,0.69
30/04/2024,Selat Bali,14.4,0.56
01/05/2024,Selat Bali,14.1,0.68
02/05/2024,Selat Bali,13.5,0.89
03/05/2024,Selat Bali,12.5,1.09
04/05/2024,Selat Bali,8.9,1.31
05/05/2024,Selat Bali,12.1,1.47
06/05/2024,Selat Bali,9.7,1.31
07/05/2024,Selat Bali,10.5,1.09
08/05/2024,Selat Bali,14.3,1.31
09/05/2024,Selat Bali,14.2,1.91
10/05/2024,Selat Bali,11.3,1.71
11/05/2024,Selat Bali,12.1,1.05
12/05/2024,Selat Bali,12.6,0.24
13/05/2024,Selat Bali,10.7,0.2
14/05/2024,Selat Bali,14.1,0.87
15/05/2024,Selat Bali,13.4,1.43
16/05/2024,Selat Bali,15.0,1.0
17/05/2024,Selat Bali,15.2,0.77
18/05/2024,Selat Bali,16.3,0.5
19/05/2024,Selat Bali,17.1,0.75
20/05/2024,Selat Bali,20.6,1.07
21/05/2024,Selat Bali,19.2,1.5
22/05/2024,Selat Bali,13.6,1.91
23/05/2024,Selat Bali,14.5,2.19
24/05/2024,Selat Bali,12.6,2.2
25/05/2024,Selat Bali,10.7,2.45
26/05/2024,Selat Bali,3.9,1.99
27/05/2024,Selat Bali,6.2,1.44
28/05/2024,Selat Bali,9.2,1.21
29/05/2024,Selat Bali,11.2,1.11
30/05/2024,Selat Bali,9.6,1.39
31/05/2024,Selat Bali,9.6,1.1
01/06/2024,Selat Bali,10.8,1.47
02/06/2024,Selat Bali,10.1,0.81
03/06/2024,Selat Bali,15.2,0.78
04/06/2024,Selat Bali,13.4,0.84
05/06/2024,Selat Bali,14.2,1.5
06/06/2024,Selat Bali,14.1,1.23
07/06/2024,Selat Bali,15.1,1.36
08/06/2024,Selat Bali,13.0,1.62
09/06/2024,Selat Bali,11.0,1.55
10/06/2024,Selat Bali,12.0,1.07
11/06/2024,Selat Bali,11.2,0.5
12/06/2024,Selat Bali,13.2,0.77
13/06/2024,Selat Bali,13.6,1.31
14/06/2024,Selat Bali,12.5,1.42
15/06/2024,Selat Bali,13.3,1.6
16/06/2024,Selat Bali,10.7,1.26
17/06/2024,Selat Bali,11.6,1.09
18/06/2024,Selat Bali,12.3,1.12
19/06/2024,Selat Bali,11.0,1.02
20/06/2024,Selat Bali,10.4,0.54
21/06/2024,Selat Bali,15.1,0.95
22/06/2024,Selat Bali,15.4,0.93
23/06/2024,Selat Bali,14.3,0.71
24/06/2024,Selat Bali,13.3,0.55
25/06/2024,Selat Bali,14.8,0.76
26/06/2024,Selat Bali,11.7,0.34
27/06/2024,Selat Bali,13.7,0.58
28/06/2024,Selat Bali,13.8,0.64
29/06/2024,Selat Bali,13.8,0.2
30/06/2024,Selat Bali,15.5,0.78
01/07/2024,Selat Bali,12.3,0.52
02/07/2024,Selat Bali,7.1,0.84
03/07/2024,Selat Bali,8.1,0.75
04/07/2024,Selat Bali,4.7,0.63
05/07/2024,Selat Bali,5.9,0.91
06/07/2024,Selat Bali,7.3,0.64
07/07/2024,Selat Bali,7.3,0.94
08/07/2024,Selat Bali,8.7,1.28
09/07/2024,Selat Bali,8.3,0.7
10/07/2024,Selat Bali,9.5,0.71
11/07/2024,Selat Bali,11.3,0.95
12/07/2024,Selat Bali,11.6,0.3
13/07/2024,Selat Bali,12.3,0.2
14/07/2024,Selat Bali,9.8,0.51
15/07/2024,Selat Bali,12.7,0.2
16/07/2024,Selat Bali,12.7,0.46
17/07/2024,Selat Bali,11.2,0.45
18/07/2024,Selat Bali,10.4,0.97
19/07/2024,Selat Bali,10.1,0.79
20/07/2024,Selat Bali,7.2,0.72
21/07/2024,Selat Bali,9.2,0.54
22/07/2024,Selat Bali,11.5,0.68
23/07/2024,Selat Bali,13.8,0.2
24/07/2024,Selat Bali,14.4,0.27
25/07/2024,Selat Bali,14.7,0.2
26/07/2024,Selat Bali,11.8,0.2
27/07/2024,Selat Bali,11.9,0.2
28/07/2024,Selat Bali,15.1,0.2
29/07/2024,Selat Bali,13.6,0.2
30/07/2024,Selat Bali,11.7,0.32
31/07/2024,Selat Bali,10.6,0.26
01/08/2024,Selat Bali,9.6,0.2
02/08/2024,Selat Bali,15.6,0.2
03/08/2024,Selat Bali,16.8,0.35
04/08/2024,Selat Bali,14.2,0.72
05/08/2024,Selat Bali,12.2,1.11
06/08/2024,Selat Bali,11.7,0.94
07/08/2024,Selat Bali,14.2,0.8
08/08/2024,Selat Bali,14.2,0.96
09/08/2024,Selat Bali,13.7,0.89
10/08/2024,Selat Bali,12.7,1.64
11/08/2024,Selat Bali,11.6,1.74
12/08/2024,Selat Bali,8.3,2.26
13/08/2024,Selat Bali,9.8,2.05
14/08/2024,Selat Bali,9.7,1.71
15/08/2024,Selat Bali,11.9,1.71
16/08/2024,Selat Bali,11.1,1.39
17/08/2024,Selat Bali,9.0,1.53
18/08/2024,Selat Bali,5.6,1.42
19/08/2024,Selat Bali,4.1,1.55
20/08/2024,Selat Bali,6.5,2.09
21/08/2024,Selat Bali,3.9,1.76
22/08/2024,Selat Bali,4.6,1.72
23/08/2024,Selat Bali,7.9,1.9
24/08/2024,Selat Bali,7.0,2.01
25/08/2024,Selat Bali,6.2,1.01
26/08/2024,Selat Bali,6.9,1.11
27/08/2024,Selat Bali,9.3,0.85
28/08/2024,Selat Bali,10.0,1.07
29/08/2024,Selat Bali,9.5,1.12
30/08/2024,Selat Bali,11.5,1.63
31/08/2024,Selat Bali,12.7,1.64
01/09/2024,Selat Bali,12.1,1.53
02/09/2024,Selat Bali,14.4,1.34
03/09/2024,Selat Bali,13.7,1.57
04/09/2024,Selat Bali,14.0,1.41
05/09/2024,Selat Bali,11.2,2.04
06/09/2024,Selat Bali,14.8,1.92
07/09/2024,Selat Bali,15.2,2.26
08/09/2024,Selat Bali,14.3,2.14
09/09/2024,Selat Bali,15.5,1.54
10/09/2024,Selat Bali,13.6,1.89
11/09/2024,Selat Bali,13.5,1.55
12/09/2024,Selat Bali,14.4,1.44
13/09/2024,Selat Bali,15.9,1.3
14/09/2024,Selat Bali,18.0,1.62
15/09/2024,Selat Bali,18.4,2.12
16/09/2024,Selat Bali,14.5,1.42
17/09/2024,Selat Bali,11.2,1.76
18/09/2024,Selat Bali,8.9,1.69
19/09/2024,Selat Bali,9.2,2.0
20/09/2024,Selat Bali,8.2,1.95
21/09/2024,Selat Bali,11.9,1.66
22/09/2024,Selat Bali,10.1,1.58
23/09/2024,Selat Bali,14.3,1.35
24/09/2024,Selat Bali,12.5,1.09
25/09/2024,Selat Bali,13.1,0.8
26/09/2024,Selat Bali,10.0,1.37
27/09/2024,Selat Bali,13.5,1.44
28/09/2024,Selat Bali,13.7,1.41
29/09/2024,Selat Bali,15.0,1.51
30/09/2024,Selat Bali,19.1,0.78
01/10/2024,Selat Bali,19.5,0.82
02/10/2024,Selat Bali,19.4,1.36
03/10/2024,Selat Bali,18.4,2.07
04/10/2024,Selat Bali,19.8,1.91
05/10/2024,Selat Bali,18.5,1.49
06/10/2024,Selat Bali,18.1,0.86
07/10/2024,Selat Bali,16.7,1.34
08/10/2024,Selat Bali,12.8,1.6
09/10/2024,Selat Bali,9.8,1.2
10/10/2024,Selat Bali,10.2,1.65
11/10/2024,Selat Bali,11.5,1.36
12/10/2024,Selat Bali,10.7,1.48
13/10/2024,Selat Bali,10.2,2.15
14/10/2024,Selat Bali,9.5,2.07
15/10/2024,Selat Bali,13.5,1.92
16/10/2024,Selat Bali,13.6,3.09
17/10/2024,Selat Bali,11.5,2.67
18/10/2024,Selat Bali,10.0,2.23
19/10/2024,Selat Bali,11.7,2.17
20/10/2024,Selat Bali,11.4,2.05
21/10/2024,Selat Bali,10.9,1.47
22/10/2024,Selat Bali,8.9,1.84
23/10/2024,Selat Bali,10.6,1.69
24/10/2024,Selat Bali,7.9,1.7
25/10/2024,Selat Bali,12.5,1.83
26/10/2024,Selat Bali,12.7,1.86
27/10/2024,Selat Bali,12.3,2.3
28/10/2024,Selat Bali,14.6,1.61
29/10/2024,Selat Bali,14.4,2.55
30/10/2024,Selat Bali,12.2,2.28
31/10/2024,Selat Bali,13.7,2.65
01/11/2024,Selat Bali,13.8,2.79
02/11/2024,Selat Bali,14.4,3.16
03/11/2024,Selat Bali,12.5,3.47
04/11/2024,Selat Bali,13.7,2.72
05/11/2024,Selat Bali,14.4,2.92
06/11/2024,Selat Bali,14.9,2.1
07/11/2024,Selat Bali,15.0,1.85
08/11/2024,Selat Bali,15.3,1.85
09/11/2024,Selat Bali,17.0,1.82
10/11/2024,Selat Bali,17.3,1.69
11/11/2024,Selat Bali,18.9,1.52
12/11/2024,Selat Bali,14.5,1.16
13/11/2024,Selat Bali,16.0,1.11
14/11/2024,Selat Bali,16.9,1.18
15/11/2024,Selat Bali,18.2,1.74
16/11/2024,Selat Bali,15.5,1.7
17/11/2024,Selat Bali,13.7,2.33
18/11/2024,Selat Bali,12.8,2.92
19/11/2024,Selat Bali,11.3,2.89
20/11/2024,Selat Bali,12.1,2.47
21/11/2024,Selat Bali,16.7,2.69
22/11/2024,Selat Bali,15.2,2.25
23/11/2024,Selat Bali,16.7,2.72
24/11/2024,Selat Bali,17.9,2.81
25/11/2024,Selat Bali,16.6,3.06
26/11/2024,Selat Bali,16.4,3.47
27/11/2024,Selat Bali,15.1,3.33
28/11/2024,Selat Bali,15.1,3.14
29/11/2024,Selat Bali,21.2,3.07
30/11/2024,Selat Bali,23.5,3.06
01/12/2024,Selat Bali,18.7,2.44
02/12/2024,Selat Bali,18.5,2.8
03/12/2024,Selat Bali,13.3,2.75
04/12/2024,Selat Bali,15.0,2.68
05/12/2024,Selat Bali,13.8,2.51
06/12/2024,Selat Bali,15.9,1.84
07/12/2024,Selat Bali,16.0,1.74
08/12/2024,Selat Bali,18.7,2.21
09/12/2024,Selat Bali,16.6,1.83
10/12/2024,Selat Bali,15.5,2.17
11/12/2024,Selat Bali,18.6,1.9
12/12/2024,Selat Bali,21.3,1.75
13/12/2024,Selat Bali,20.2,2.5
14/12/2024,Selat Bali,20.9,2.4
15/12/2024,Selat Bali,18.5,1.72
16/12/2024,Selat Bali,16.8,2.3
17/12/2024,Selat Bali,15.8,2.88
18/12/2024,Selat Bali,21.6,3.38
19/12/2024,Selat Bali,20.6,3.44
20/12/2024,Selat Bali,18.9,3.03
21/12/2024,Selat Bali,15.1,3.38
22/12/2024,Selat Bali,19.8,3.46
23/12/2024,Selat Bali,19.8,2.98
24/12/2024,Selat Bali,20.5,3.48
25/12/2024,Selat Bali,16.4,3.74
26/12/2024,Selat Bali,19.0,3.94
27/12/2024,Selat Bali,18.3,3.19
28/12/2024,Selat Bali,17.0,2.66
29/12/2024,Selat Bali,18.7,2.68
30/12/2024,Selat Bali,21.5,2.33
31/12/2024,Selat Bali,21.9,3.08
01/01/2025,Selat Bali,20.3,3.47
02/01/2025,Selat Bali,21.3,2.63
03/01/2025,Selat Bali,18.8,2.97
04/01/2025,Selat Bali,18.3,2.43
05/01/2025,Selat Bali,15.7,2.56
06/01/2025,Selat Bali,19.9,2.75
07/01/2025,Selat Bali,18.6,2.52
08/01/2025,Selat Bali,15.8,2.45
09/01/2025,Selat Bali,17.2,2.09
10/01/2025,Selat Bali,19.8,1.71
11/01/2025,Selat Bali,17.4,1.88
12/01/2025,Selat Bali,16.9,1.78
13/01/2025,Selat Bali,16.7,2.04
14/01/2025,Selat Bali,19.8,1.89
15/01/2025,Selat Bali,18.2,2.18
16/01/2025,Selat Bali,23.2,2.51
17/01/2025,Selat Bali,23.0,2.87
18/01/2025,Selat Bali,23.8,3.22
19/01/2025,Selat Bali,20.2,2.14
20/01/2025,Selat Bali,20.1,1.81
21/01/2025,Selat Bali,17.6,2.77
22/01/2025,Selat Bali,17.9,3.25
23/01/2025,Selat Bali,15.7,2.9
24/01/2025,Selat Bali,18.0,3.32
25/01/2025,Selat Bali,16.2,3.22
26/01/2025,Selat Bali,19.2,2.75
27/01/2025,Selat Bali,16.7,2.39
28/01/2025,Selat Bali,17.4,2.2
29/01/2025,Selat Bali,19.1,2.65
30/01/2025,Selat Bali,18.3,2.57
31/01/2025,Selat Bali,18.6,2.59
01/02/2025,Selat Bali,20.9,2.59
02/02/2025,Selat Bali,19.7,2.58
03/02/2025,Selat Bali,20.8,2.77
04/02/2025,Selat Bali,15.8,3.01
05/02/2025,Selat Bali,17.6,2.91
06/02/2025,Selat Bali,20.3,2.72
07/02/2025,Selat Bali,18.7,2.58
08/02/2025,Selat Bali,15.5,2.32
09/02/2025,Selat Bali,20.4,2.59
10/02/2025,Selat Bali,16.8,2.26
11/02/2025,Selat Bali,14.1,1.92
12/02/2025,Selat Bali,15.1,2.22
13/02/2025,Selat Bali,16.8,2.47
14/02/2025,Selat Bali,20.0,2.39
15/02/2025,Selat Bali,18.9,1.97
16/02/2025,Selat Bali,19.1,2.72
17/02/2025,Selat Bali,20.0,2.5
18/02/2025,Selat Bali,20.6,2.69
19/02/2025,Selat Bali,20.9,2.79
20/02/2025,Selat Bali,20.2,2.17
21/02/2025,Selat Bali,20.0,2.27
22/02/2025,Selat Bali,20.1,2.27
23/02/2025,Selat Bali,17.3,2.27
24/02/2025,Selat Bali,17.1,2.48
25/02/2025,Selat Bali,18.9,2.67
26/02/2025,Selat Bali,15.7,2.88
27/02/2025,Selat Bali,13.5,2.9
28/02/2025,Selat Bali,14.4,2.94
01/03/2025,Selat Bali,14.3,2.64
02/03/2025,Selat Bali,17.3,2.85
03/03/2025,Selat Bali,17.3,2.48
04/03/2025,Selat Bali,16.8,2.26
05/03/2025,Selat Bali,14.4,1.96
06/03/2025,Selat Bali,11.6,1.79
07/03/2025,Selat Bali,10.9,1.54
08/03/2025,Selat Bali,13.1,1.45
09/03/2025,Selat Bali,16.9,1.96
10/03/2025,Selat Bali,19.8,2.37
11/03/2025,Selat Bali,17.0,2.29
12/03/2025,Selat Bali,16.0,1.03
13/03/2025,Selat Bali,16.7,1.44
14/03/2025,Selat Bali,16.0,1.73
15/03/2025,Selat Bali,18.5,1.96
16/03/2025,Selat Bali,19.3,1.85
17/03/2025,Selat Bali,17.7,1.87
18/03/2025,Selat Bali,20.1,1.95
19/03/2025,Selat Bali,16.7,1.93
20/03/2025,Selat Bali,17.1,1.63
21/03/2025,Selat Bali,12.1,1.96
22/03/2025,Selat Bali,14.5,2.08
23/03/2025,Selat Bali,11.2,1.82
24/03/2025,Selat Bali,13.3,2.55
25/03/2025,Selat Bali,10.3,3.0
26/03/2025,Selat Bali,14.5,2.86
27/03/2025,Selat Bali,14.9,2.93
28/03/2025,Selat Bali,12.9,2.43
29/03/2025,Selat Bali,14.8,2.17
30/03/2025,Selat Bali,13.4,1.79
31/03/2025,Selat Bali,9.2,2.19
01/04/2025,Selat Bali,11.4,2.52
02/04/2025,Selat Bali,14.7,2.64
03/04/2025,Selat Bali,14.5,1.59
04/04/2025,Selat Bali,17.5,1.84
05/04/2025,Selat Bali,18.2,2.13
06/04/2025,Selat Bali,19.2,2.14
07/04/2025,Selat Bali,19.2,2.14
08/04/2025,Selat Bali,19.5,2.47
09/04/2025,Selat Bali,16.9,2.29
10/04/2025,Selat Bali,16.4,1.74
11/04/2025,Selat Bali,17.5,2.05
12/04/2025,Selat Bali,16.3,1.97
13/04/2025,Selat Bali,15.9,1.27
14/04/2025,Selat Bali,13.3,1.93
15/04/2025,Selat Bali,15.4,1.83
16/04/2025,Selat Bali,17.7,2.16
17/04/2025,Selat Bali,13.9,1.3
18/04/2025,Selat Bali,12.0,1.77
19/04/2025,Selat Bali,16.9,1.19
20/04/2025,Selat Bali,14.1,1.47
21/04/2025,Selat Bali,16.3,1.43
22/04/2025,Selat Bali,16.9,1.23
23/04/2025,Selat Bali,20.4,0.99
24/04/2025,Selat Bali,18.8,1.79
25/04/2025,Selat Bali,17.0,2.01
26/04/2025,Selat Bali,13.9,2.07
27/04/2025,Selat Bali,14.2,2.21
28/04/2025,Selat Bali,16.4,2.34
29/04/2025,Selat Bali,15.4,2.21
30/04/2025,Selat Bali,17.0,1.95
01/05/2025,Selat Bali,17.5,1.98
02/05/2025,Selat Bali,18.6,1.68
03/05/2025,Selat Bali,13.5,1.67
04/05/2025,Selat Bali,9.9,1.72
05/05/2025,Selat Bali,13.4,1.78
06/05/2025,Selat Bali,11.4,2.3
07/05/2025,Selat Bali,12.4,2.42
08/05/2025,Selat Bali,11.8,2.48
09/05/2025,Selat Bali,11.9,1.94
10/05/2025,Selat Bali,14.5,2.02
11/05/2025,Selat Bali,15.5,1.71
12/05/2025,Selat Bali,15.3,1.44
13/05/2025,Selat Bali,16.4,1.3
14/05/2025,Selat Bali,12.9,1.58
15/05/2025,Selat Bali,9.5,1.15
16/05/2025,Selat Bali,11.2,1.15
17/05/2025,Selat Bali,13.7,1.51
18/05/2025,Selat Bali,10.3,1.33
19/05/2025,Selat Bali,10.9,1.5
20/05/2025,Selat Bali,14.5,0.98
21/05/2025,Selat Bali,16.0,0.67
22/05/2025,Selat Bali,16.3,0.62
23/05/2025,Selat Bali,16.7,0.55
24/05/2025,Selat Bali,12.8,0.67
25/05/2025,Selat Bali,12.8,0.76
26/05/2025,Selat Bali,13.7,0.78
27/05/2025,Selat Bali,13.6,0.2
28/05/2025,Selat Bali,11.1,0.46
29/05/2025,Selat Bali,8.7,0.37
30/05/2025,Selat Bali,11.1,1.27
31/05/2025,Selat Bali,13.2,0.78
01/06/2022,Selat Sunda,12.0,1.23
02/06/2022,Selat Sunda,10.5,0.93
03/06/2022,Selat Sunda,11.1,1.04
04/06/2022,Selat Sunda,12.2,1.41
05/06/2022,Selat Sunda,16.4,1.55
06/06/2022,Selat Sunda,20.1,1.74
07/06/2022,Selat Sunda,18.9,1.6
08/06/2022,Selat Sunda,17.7,1.38
09/06/2022,Selat Sunda,14.3,1.12
10/06/2022,Selat Sunda,12.4,1.35
11/06/2022,Selat Sunda,12.9,0.82
12/06/2022,Selat Sunda,12.4,0.39
13/06/2022,Selat Sunda,10.8,0.48
14/06/2022,Selat Sunda,12.0,0.92
15/06/2022,Selat Sunda,13.6,0.79
16/06/2022,Selat Sunda,15.2,0.89
17/06/2022,Selat Sunda,17.0,1.19
18/06/2022,Selat Sunda,14.0,0.56
19/06/2022,Selat Sunda,14.6,0.39
20/06/2022,Selat Sunda,14.3,0.2
21/06/2022,Selat Sunda,13.5,0.2
22/06/2022,Selat Sunda,11.6,0.2
23/06/2022,Selat Sunda,10.9,0.46
24/06/2022,Selat Sunda,14.8,1.0
25/06/2022,Selat Sunda,13.2,0.78
26/06/2022,Selat Sunda,15.9,1.67
27/06/2022,Selat Sunda,15.0,1.19
28/06/2022,Selat Sunda,13.4,1.15
29/06/2022,Selat Sunda,14.3,1.68
30/06/2022,Selat Sunda,11.3,1.81
01/07/2022,Selat Sunda,11.4,2.14
02/07/2022,Selat Sunda,11.8,1.71
03/07/2022,Selat Sunda,13.2,1.14
04/07/2022,Selat Sunda,12.9,0.67
05/07/2022,Selat Sunda,12.7,1.21
06/07/2022,Selat Sunda,10.2,1.51
07/07/2022,Selat Sunda,11.1,1.29
08/07/2022,Selat Sunda,11.0,1.37
09/07/2022,Selat Sunda,11.7,1.53
10/07/2022,Selat Sunda,9.8,1.42
11/07/2022,Selat Sunda,10.0,2.11
12/07/2022,Selat Sunda,9.9,1.91
13/07/2022,Selat Sunda,10.9,1.56
14/07/2022,Selat Sunda,11.7,1.79
15/07/2022,Selat Sunda,11.8,0.99
16/07/2022,Selat Sunda,9.5,1.24
17/07/2022,Selat Sunda,11.3,0.66
18/07/2022,Selat Sunda,12.9,0.65
19/07/2022,Selat Sunda,11.0,0.38
20/07/2022,Selat Sunda,10.4,0.96
21/07/2022,Selat Sunda,12.9,0.86
22/07/2022,Selat Sunda,12.9,0.62
23/07/2022,Selat Sunda,16.6,0.86
24/07/2022,Selat Sunda,16.1,1.68
25/07/2022,Selat Sunda,14.8,1.18
26/07/2022,Selat Sunda,16.0,1.48
27/07/2022,Selat Sunda,14.6,1.8
28/07/2022,Selat Sunda,13.7,2.26
29/07/2022,Selat Sunda,10.4,2.03
30/07/2022,Selat Sunda,12.4,1.28
31/07/2022,Selat Sunda,12.5,1.3
01/08/2022,Selat Sunda,13.4,1.31
02/08/2022,Selat Sunda,15.0,1.37
03/08/2022,Selat Sunda,18.9,1.92
04/08/2022,Selat Sunda,20.1,1.28
05/08/2022,Selat Sunda,18.1,1.21
06/08/2022,Selat Sunda,16.0,1.51
07/08/2022,Selat Sunda,15.8,1.05
08/08/2022,Selat Sunda,13.2,0.89
09/08/2022,Selat Sunda,13.7,0.7
10/08/2022,Selat Sunda,14.4,0.78
11/08/2022,Selat Sunda,14.7,1.07
12/08/2022,Selat Sunda,16.0,0.89
13/08/2022,Selat Sunda,16.0,1.17
14/08/2022,Selat Sunda,18.2,1.1
15/08/2022,Selat Sunda,20.8,0.98
16/08/2022,Selat Sunda,18.8,0.97
