date,origin_region,dest_region,estimated_travelers
2024-01-16,Banten,Jakarta,1866
2024-01-17,Banten,Jakarta,1729
2024-01-18,Banten,Jakarta,1620
2024-01-19,Banten,Jakarta,2028
2024-01-20,Banten,Jakarta,2654
2024-01-21,Banten,Jakarta,2361
2024-01-22,Banten,Jakarta,1898
2024-01-23,Banten,Jakarta,1663
2024-01-24,Banten,Jakarta,2286
2024-01-25,Banten,Jakarta,1750
2024-01-26,Banten,Jakarta,2037
2024-01-27,Banten,Jakarta,2569
2024-01-28,Banten,Jakarta,2430
2024-01-29,Banten,Jakarta,1559
2024-01-30,Banten,Jakarta,2057
2024-01-31,Banten,Jakarta,1519
2024-02-01,Banten,Jakarta,2399
2024-02-02,Banten,Jakarta,2061
2024-02-03,Banten,Jakarta,2511
2024-02-04,Banten,Jakarta,2694
2024-02-05,Banten,Jakarta,1922
2024-02-06,Banten,Jakarta,1656
2024-02-07,Banten,Jakarta,1859
2024-02-08,Banten,Jakarta,1608
2024-02-09,Banten,Jakarta,2582
2024-02-10,Banten,Jakarta,2589
2024-02-11,Banten,Jakarta,2391
2024-02-12,Banten,Jakarta,1829
2024-02-13,Banten,Jakarta,2243
2024-02-14,Banten,Jakarta,2254
2024-02-15,Banten,Jakarta,1801
2024-02-16,Banten,Jakarta,2766
2024-02-17,Banten,Jakarta,2602
2024-02-18,Banten,Jakarta,2335
2024-02-19,Banten,Jakarta,2226
2024-02-20,Banten,Jakarta,2420
2024-02-21,Banten,Jakarta,2055
2024-02-22,Banten,Jakarta,1939
2024-02-23,Banten,Jakarta,3076
2024-02-24,Banten,Jakarta,2787
2024-02-25,Banten,Jakarta,2333
2024-02-26,Banten,Jakarta,2276
2024-02-27,Banten,Jakarta,2147
2024-02-28,Banten,Jakarta,2213
2024-02-29,Banten,Jakarta,2026
2024-03-01,Banten,Jakarta,2661
2024-03-02,Banten,Jakarta,2967
2024-03-03,Banten,Jakarta,2422
2024-03-04,Banten,Jakarta,2196
2024-03-05,Banten,Jakarta,2020
2024-03-06,Banten,Jakarta,2291
2024-03-07,Banten,Jakarta,1945
2024-03-08,Banten,Jakarta,2597
2024-03-09,Banten,Jakarta,2594
2024-03-10,Banten,Jakarta,2785
2024-03-11,Banten,Jakarta,2372
2024-03-12,Banten,Jakarta,2276
2024-03-13,Banten,Jakarta,2411
2024-03-14,Banten,Jakarta,1876
2024-03-15,Banten,Jakarta,3187
2024-03-16,Banten,Jakarta,2250
2024-03-17,Banten,Jakarta,2605
2024-03-18,Banten,Jakarta,2089
2024-03-19,Banten,Jakarta,2074
2024-03-20,Banten,Jakarta,2077
2024-03-21,Banten,Jakarta,1861
2024-03-22,Banten,Jakarta,2467
2024-03-23,Banten,Jakarta,2977
2024-03-24,Banten,Jakarta,2166
2024-03-25,Banten,Jakarta,2173
2024-03-26,Banten,Jakarta,2209
2024-03-27,Banten,Jakarta,2201
2024-03-28,Banten,Jakarta,2107
2024-03-29,Banten,Jakarta,2583
2024-03-30,Banten,Jakarta,2889
2024-03-31,Banten,Jakarta,2411
2024-04-01,Banten,Jakarta,2237
2024-04-02,Banten,Jakarta,2133
2024-04-03,Banten,Jakarta,5491
2024-04-04,Banten,Jakarta,6193
2024-04-05,Banten,Jakarta,5497
2024-04-06,Banten,Jakarta,5250
2024-04-07,Banten,Jakarta,8012
2024-04-08,Banten,Jakarta,4530
2024-04-09,Banten,Jakarta,5667
2024-04-10,Banten,Jakarta,6154
2024-04-11,Banten,Jakarta,5535
2024-04-12,Banten,Jakarta,6364
2024-04-13,Banten,Jakarta,7487
2024-04-14,Banten,Jakarta,4799
2024-04-15,Banten,Jakarta,6216
2024-04-16,Banten,Jakarta,4324
2024-04-17,Banten,Jakarta,2242
2024-04-18,Banten,Jakarta,2087
2024-04-19,Banten,Jakarta,2350
2024-04-20,Banten,Jakarta,1877
2024-04-21,Banten,Jakarta,3015
2024-04-22,Banten,Jakarta,1863
2024-04-23,Banten,Jakarta,1898
2024-04-24,Banten,Jakarta,2039
2024-04-25,Banten,Jakarta,2108
2024-04-26,Banten,Jakarta,2353
2024-04-27,Banten,Jakarta,3166
2024-04-28,Banten,Jakarta,2840
2024-04-29,Banten,Jakarta,1649
2024-04-30,Banten,Jakarta,1800
2024-05-01,Banten,Jakarta,1906
2024-05-02,Banten,Jakarta,1960
2024-05-03,Banten,Jakarta,2928
2024-05-04,Banten,Jakarta,2831
2024-05-05,Banten,Jakarta,2615
2024-05-06,Banten,Jakarta,2132
2024-05-07,Banten,Jakarta,1955
2024-05-08,Banten,Jakarta,1978
2024-05-09,Banten,Jakarta,1991
2024-05-10,Banten,Jakarta,2382
2024-05-11,Banten,Jakarta,2374
2024-05-12,Banten,Jakarta,2234
2024-05-13,Banten,Jakarta,1852
2024-05-14,Banten,Jakarta,1875
2024-05-15,Banten,Jakarta,1833
2024-05-16,Banten,Jakarta,1969
2024-05-17,Banten,Jakarta,2363
2024-05-18,Banten,Jakarta,2851
2024-05-19,Banten,Jakarta,2706
2024-05-20,Banten,Jakarta,1792
2024-05-21,Banten,Jakarta,1917
2024-05-22,Banten,Jakarta,1789
2024-05-23,Banten,Jakarta,1934
2024-05-24,Banten,Jakarta,2129
2024-05-25,Banten,Jakarta,2455
2024-05-26,Banten,Jakarta,2464
2024-05-27,Banten,Jakarta,2024
2024-05-28,Banten,Jakarta,1939
2024-05-29,Banten,Jakarta,2406
2024-05-30,Banten,Jakarta,1587
2024-05-31,Banten,Jakarta,2305
2024-06-01,Banten,Jakarta,2471
2024-06-02,Banten,Jakarta,2839
2024-06-03,Banten,Jakarta,1851
2024-06-04,Banten,Jakarta,1929
2024-06-05,Banten,Jakarta,1782
2024-06-06,Banten,Jakarta,1903
2024-06-07,Banten,Jakarta,2375
2024-06-08,Banten,Jakarta,1784
2024-06-09,Banten,Jakarta,2287
2024-06-10,Banten,Jakarta,2225
2024-06-11,Banten,Jakarta,1901
2024-06-12,Banten,Jakarta,2130
2024-06-13,Banten,Jakarta,1954
2024-06-14,Banten,Jakarta,2379
2024-06-15,Banten,Jakarta,2406
2024-06-16,Banten,Jakarta,2282
2024-06-17,Banten,Jakarta,2074
2024-06-18,Banten,Jakarta,2494
2024-06-19,Banten,Jakarta,1796
2024-06-20,Banten,Jakarta,1945
2024-06-21,Banten,Jakarta,1876
2024-06-22,Banten,Jakarta,2099
2024-06-23,Banten,Jakarta,2242
2024-06-24,Banten,Jakarta,1605
2024-06-25,Banten,Jakarta,1823
2024-06-26,Banten,Jakarta,1549
2024-06-27,Banten,Jakarta,2037
2024-06-28,Banten,Jakarta,2030
2024-06-29,Banten,Jakarta,2190
2024-06-30,Banten,Jakarta,2520
2024-07-01,Banten,Jakarta,2082
2024-07-02,Banten,Jakarta,1421
2024-07-03,Banten,Jakarta,1677
2024-07-04,Banten,Jakarta,1778
2024-07-05,Banten,Jakarta,2069
2024-07-06,Banten,Jakarta,2135
2024-07-07,Banten,Jakarta,2553
2024-07-08,Banten,Jakarta,1977
2024-07-09,Banten,Jakarta,1869
2024-07-10,Banten,Jakarta,1375
2024-07-11,Banten,Jakarta,1697
2024-07-12,Banten,Jakarta,2005
2024-07-13,Banten,Jakarta,2373
2024-07-14,Banten,Jakarta,1780
2024-07-15,Banten,Jakarta,1911
2024-07-16,Banten,Jakarta,1887
2024-07-17,Banten,Jakarta,1687
2024-07-18,Banten,Jakarta,1530
2024-07-19,Banten,Jakarta,1729
2024-07-20,Banten,Jakarta,2064
2024-07-21,Banten,Jakarta,1987
2024-07-22,Banten,Jakarta,1621
2024-07-23,Banten,Jakarta,1184
2024-07-24,Banten,Jakarta,1833
2024-07-25,Banten,Jakarta,1796
2024-07-26,Banten,Jakarta,2340
2024-07-27,Banten,Jakarta,2267
2024-07-28,Banten,Jakarta,2332
2024-07-29,Banten,Jakarta,1425
2024-07-30,Banten,Jakarta,2249
2024-07-31,Banten,Jakarta,1735
2024-08-01,Banten,Jakarta,1809
2024-08-02,Banten,Jakarta,1667
2024-08-03,Banten,Jakarta,2085
2024-08-04,Banten,Jakarta,2126
2024-08-05,Banten,Jakarta,1693
2024-08-06,Banten,Jakarta,1939
2024-08-07,Banten,Jakarta,1939
2024-08-08,Banten,Jakarta,1653
2024-08-09,Banten,Jakarta,1959
2024-08-10,Banten,Jakarta,2233
2024-08-11,Banten,Jakarta,2072
2024-08-12,Banten,Jakarta,1689
2024-08-13,Banten,Jakarta,1428
2024-08-14,Banten,Jakarta,1769
2024-08-15,Banten,Jakarta,1341
2024-08-16,Banten,Jakarta,1912
2024-08-17,Banten,Jakarta,2006
2024-08-18,Banten,Jakarta,2055
2024-08-19,Banten,Jakarta,1573
2024-08-20,Banten,Jakarta,1464
2024-08-21,Banten,Jakarta,1722
2024-08-22,Banten,Jakarta,1648
2024-08-23,Banten,Jakarta,2251
2024-08-24,Banten,Jakarta,1438
2024-08-25,Banten,Jakarta,2025
2024-08-26,Banten,Jakarta,1586
2024-08-27,Banten,Jakarta,1708
2024-08-28,Banten,Jakarta,1863
2024-08-29,Banten,Jakarta,1497
2024-08-30,Banten,Jakarta,2025
2024-08-31,Banten,Jakarta,2266
2024-09-01,Banten,Jakarta,2166
2024-09-02,Banten,Jakarta,1727
2024-09-03,Banten,Jakarta,1785
2024-09-04,Banten,Jakarta,1703
2024-09-05,Banten,Jakarta,1242
2024-09-06,Banten,Jakarta,2112
2024-09-07,Banten,Jakarta,1921
2024-09-08,Banten,Jakarta,1365
2024-09-09,Banten,Jakarta,1371
2024-09-10,Banten,Jakarta,1679
2024-09-11,Banten,Jakarta,1259
2024-09-12,Banten,Jakarta,1242
2024-09-13,Banten,Jakarta,2604
2024-09-14,Banten,Jakarta,2203
2024-09-15,Banten,Jakarta,1918
2024-09-16,Banten,Jakarta,1433
2024-09-17,Banten,Jakarta,1488
2024-09-18,Banten,Jakarta,1705
2024-09-19,Banten,Jakarta,1844
2024-09-20,Banten,Jakarta,1968
2024-09-21,Banten,Jakarta,1453
2024-09-22,Banten,Jakarta,1564
2024-09-23,Banten,Jakarta,1281
2024-09-24,Banten,Jakarta,1523
2024-09-25,Banten,Jakarta,1282
2024-09-26,Banten,Jakarta,1490
2024-09-27,Banten,Jakarta,1754
2024-09-28,Banten,Jakarta,1961
2024-09-29,Banten,Jakarta,1954
2024-09-30,Banten,Jakarta,1322
2024-10-01,Banten,Jakarta,1678
2024-10-02,Banten,Jakarta,1532
2024-10-03,Banten,Jakarta,1494
2024-10-04,Banten,Jakarta,2333
2024-10-05,Banten,Jakarta,2092
2024-10-06,Banten,Jakarta,1973
2024-10-07,Banten,Jakarta,1383
2024-10-08,Banten,Jakarta,1574
2024-10-09,Banten,Jakarta,1772
2024-10-10,Banten,Jakarta,1415
2024-10-11,Banten,Jakarta,1583
2024-10-12,Banten,Jakarta,2122
2024-10-13,Banten,Jakarta,1649
2024-10-14,Banten,Jakarta,1142
2024-10-15,Banten,Jakarta,1442
2024-10-16,Banten,Jakarta,1385
2024-10-17,Banten,Jakarta,1757
2024-10-18,Banten,Jakarta,1871
2024-10-19,Banten,Jakarta,1744
2024-10-20,Banten,Jakarta,1839
2024-10-21,Banten,Jakarta,1578
2024-10-22,Banten,Jakarta,2178
2024-10-23,Banten,Jakarta,1761
2024-10-24,Banten,Jakarta,1456
2024-10-25,Banten,Jakarta,2089
2024-10-26,Banten,Jakarta,1931
2024-10-27,Banten,Jakarta,1721
2024-10-28,Banten,Jakarta,1709
2024-10-29,Banten,Jakarta,1804
2024-10-30,Banten,Jakarta,1248
2024-10-31,Banten,Jakarta,1590
2024-11-01,Banten,Jakarta,1575
2024-11-02,Banten,Jakarta,2311
2024-11-03,Banten,Jakarta,2046
2024-11-04,Banten,Jakarta,1506
2024-11-05,Banten,Jakarta,1396
2024-11-06,Banten,Jakarta,1544
2024-11-07,Banten,Jakarta,1348
2024-11-08,Banten,Jakarta,1758
2024-11-09,Banten,Jakarta,2148
2024-11-10,Banten,Jakarta,1955
2024-11-11,Banten,Jakarta,1812
2024-11-12,Banten,Jakarta,1462
2024-11-13,Banten,Jakarta,1286
2024-11-14,Banten,Jakarta,1406
2024-11-15,Banten,Jakarta,2468
2024-11-16,Banten,Jakarta,1960
2024-11-17,Banten,Jakarta,1469
2024-11-18,Banten,Jakarta,1606
2024-11-19,Banten,Jakarta,1784
2024-11-20,Banten,Jakarta,1704
2024-11-21,Banten,Jakarta,1532
2024-11-22,Banten,Jakarta,2054
2024-11-23,Banten,Jakarta,2225
2024-11-24,Banten,Jakarta,1590
2024-11-25,Banten,Jakarta,1488
2024-11-26,Banten,Jakarta,1693
2024-11-27,Banten,Jakarta,1640
2024-11-28,Banten,Jakarta,1777
2024-11-29,Banten,Jakarta,1970
2024-11-30,Banten,Jakarta,1994
2024-12-01,Banten,Jakarta,1879
2024-12-02,Banten,Jakarta,1574
2024-12-03,Banten,Jakarta,1490
2024-12-04,Banten,Jakarta,1635
2024-12-05,Banten,Jakarta,1588
2024-12-06,Banten,Jakarta,2800
2024-12-07,Banten,Jakarta,2463
2024-12-08,Banten,Jakarta,1729
2024-12-09,Banten,Jakarta,1603
2024-12-10,Banten,Jakarta,1745
2024-12-11,Banten,Jakarta,1684
2024-12-12,Banten,Jakarta,1593
2024-12-13,Banten,Jakarta,2343
2024-12-14,Banten,Jakarta,1656
2024-12-15,Banten,Jakarta,2467
2024-12-16,Banten,Jakarta,1518
2024-12-17,Banten,Jakarta,1435
2024-12-18,Banten,Jakarta,1839
2024-12-19,Banten,Jakarta,1458
2024-12-20,Banten,Jakarta,1923
2024-12-21,Banten,Jakarta,3352
2024-12-22,Banten,Jakarta,4112
2024-12-23,Banten,Jakarta,3296
2024-12-24,Banten,Jakarta,3042
2024-12-25,Banten,Jakarta,2912
2024-12-26,Banten,Jakarta,3182
2024-12-27,Banten,Jakarta,4040
2024-12-28,Banten,Jakarta,3743
2024-12-29,Banten,Jakarta,3478
2024-12-30,Banten,Jakarta,3400
2024-12-31,Banten,Jakarta,3813
2025-01-01,Banten,Jakarta,3921
2025-01-02,Banten,Jakarta,3779
2025-01-03,Banten,Jakarta,2593
2025-01-04,Banten,Jakarta,2206
2025-01-05,Banten,Jakarta,2528
2025-01-06,Banten,Jakarta,1596
2025-01-07,Banten,Jakarta,1688
2025-01-08,Banten,Jakarta,2189
2025-01-09,Banten,Jakarta,1643
2025-01-10,Banten,Jakarta,2111
2025-01-11,Banten,Jakarta,2371
2025-01-12,Banten,Jakarta,2201
2025-01-13,Banten,Jakarta,1940
2025-01-14,Banten,Jakarta,1609
2025-01-15,Banten,Jakarta,2081
2025-01-16,Banten,Jakarta,2055
2025-01-17,Banten,Jakarta,2092
2025-01-18,Banten,Jakarta,2070
2025-01-19,Banten,Jakarta,2806
2025-01-20,Banten,Jakarta,1674
2025-01-21,Banten,Jakarta,2069
2025-01-22,Banten,Jakarta,1942
2025-01-23,Banten,Jakarta,1861
2025-01-24,Banten,Jakarta,1960
2025-01-25,Banten,Jakarta,2306
2025-01-26,Banten,Jakarta,2069
2025-01-27,Banten,Jakarta,1712
2025-01-28,Banten,Jakarta,2369
2025-01-29,Banten,Jakarta,1906
2025-01-30,Banten,Jakarta,2329
2025-01-31,Banten,Jakarta,2550
2025-02-01,Banten,Jakarta,1844
2025-02-02,Banten,Jakarta,2577
2025-02-03,Banten,Jakarta,1645
2025-02-04,Banten,Jakarta,1636
2025-02-05,Banten,Jakarta,1611
2025-02-06,Banten,Jakarta,1937
2025-02-07,Banten,Jakarta,2174
2025-02-08,Banten,Jakarta,2276
2025-02-09,Banten,Jakarta,2630
2025-02-10,Banten,Jakarta,2103
2025-02-11,Banten,Jakarta,2041
2025-02-12,Banten,Jakarta,1796
2025-02-13,Banten,Jakarta,2242
2025-02-14,Banten,Jakarta,2326
2025-02-15,Banten,Jakarta,2120
2025-02-16,Banten,Jakarta,2171
2025-02-17,Banten,Jakarta,1864
2025-02-18,Banten,Jakarta,2134
2025-02-19,Banten,Jakarta,1995
2025-02-20,Banten,Jakarta,2246
2025-02-21,Banten,Jakarta,2597
2025-02-22,Banten,Jakarta,2474
2025-02-23,Banten,Jakarta,2499
2025-02-24,Banten,Jakarta,2179
2025-02-25,Banten,Jakarta,1781
2025-02-26,Banten,Jakarta,1816
2025-02-27,Banten,Jakarta,1329
2025-02-28,Banten,Jakarta,1913
2025-03-01,Banten,Jakarta,2388
2025-03-02,Banten,Jakarta,2143
2025-03-03,Banten,Jakarta,2193
2025-03-04,Banten,Jakarta,1829
2025-03-05,Banten,Jakarta,2196
2025-03-06,Banten,Jakarta,1840
2025-03-07,Banten,Jakarta,2575
2025-03-08,Banten,Jakarta,2309
2025-03-09,Banten,Jakarta,2823
2025-03-10,Banten,Jakarta,1982
2025-03-11,Banten,Jakarta,2658
2025-03-12,Banten,Jakarta,1981
2025-03-13,Banten,Jakarta,1961
2025-03-14,Banten,Jakarta,2749
2025-03-15,Banten,Jakarta,2349
2025-03-16,Banten,Jakarta,2474
2025-03-17,Banten,Jakarta,2229
2025-03-18,Banten,Jakarta,1988
2025-03-19,Banten,Jakarta,1512
2025-03-20,Banten,Jakarta,1715
2025-03-21,Banten,Jakarta,2462
2025-03-22,Banten,Jakarta,3117
2025-03-23,Banten,Jakarta,2399
2025-03-24,Banten,Jakarta,4422
2025-03-25,Banten,Jakarta,4921
2025-03-26,Banten,Jakarta,4259
2025-03-27,Banten,Jakarta,4649
2025-03-28,Banten,Jakarta,7135
2025-03-29,Banten,Jakarta,6937
2025-03-30,Banten,Jakarta,6107
2025-03-31,Banten,Jakarta,5210
2025-04-01,Banten,Jakarta,5486
2025-04-02,Banten,Jakarta,5152
2025-04-03,Banten,Jakarta,4692
2025-04-04,Banten,Jakarta,7813
2025-04-05,Banten,Jakarta,7525
2025-04-06,Banten,Jakarta,7302
2025-04-07,Banten,Jakarta,5424
2025-04-08,Banten,Jakarta,1478
2025-04-09,Banten,Jakarta,2133
2025-04-10,Banten,Jakarta,1919
2025-04-11,Banten,Jakarta,2325
2025-04-12,Banten,Jakarta,3017
2025-04-13,Banten,Jakarta,3022
2025-04-14,Banten,Jakarta,1769
2025-04-15,Banten,Jakarta,1959
2025-04-16,Banten,Jakarta,1987
2025-04-17,Banten,Jakarta,2495
2025-04-18,Banten,Jakarta,2188
2025-04-19,Banten,Jakarta,2228
2025-04-20,Banten,Jakarta,1999
2025-04-21,Banten,Jakarta,1955
2025-04-22,Banten,Jakarta,2433
2025-04-23,Banten,Jakarta,2661
2025-04-24,Banten,Jakarta,1816
2025-04-25,Banten,Jakarta,2743
2025-04-26,Banten,Jakarta,2474
2025-04-27,Banten,Jakarta,2794
2025-04-28,Banten,Jakarta,2070
2025-04-29,Banten,Jakarta,1765
2025-04-30,Banten,Jakarta,2277
2025-05-01,Banten,Jakarta,1872
2025-05-02,Banten,Jakarta,2629
2025-05-03,Banten,Jakarta,2230
2025-05-04,Banten,Jakarta,2215
2025-05-05,Banten,Jakarta,1935
2025-05-06,Banten,Jakarta,1529
2025-05-07,Banten,Jakarta,2214
2025-05-08,Banten,Jakarta,2064
2025-05-09,Banten,Jakarta,2741
2025-05-10,Banten,Jakarta,2646
2025-05-11,Banten,Jakarta,2742
2025-05-12,Banten,Jakarta,2222
2025-05-13,Banten,Jakarta,1822
2025-05-14,Banten,Jakarta,2136
2025-05-15,Banten,Jakarta,2109
2025-05-16,Banten,Jakarta,2444
2025-05-17,Banten,Jakarta,2559
2025-05-18,Banten,Jakarta,2797
2025-05-19,Banten,Jakarta,1404
2025-05-20,Banten,Jakarta,2408
2025-05-21,Banten,Jakarta,1703
2025-05-22,Banten,Jakarta,2078
2025-05-23,Banten,Jakarta,2764
2025-05-24,Banten,Jakarta,2923
2025-05-25,Banten,Jakarta,2992
2025-05-26,Banten,Jakarta,1976
2025-05-27,Banten,Jakarta,2013
2025-05-28,Banten,Jakarta,1731
2025-05-29,Banten,Jakarta,1798
2025-05-30,Banten,Jakarta,2381
2025-05-31,Banten,Jakarta,2665
2022-06-01,Banten,Cirebon,243
2022-06-02,Banten,Cirebon,203
2022-06-03,Banten,Cirebon,226
2022-06-04,Banten,Cirebon,273
2022-06-05,Banten,Cirebon,258
2022-06-06,Banten,Cirebon,184
2022-06-07,Banten,Cirebon,211
2022-06-08,Banten,Cirebon,225
2022-06-09,Banten,Cirebon,193
2022-06-10,Banten,Cirebon,172
2022-06-11,Banten,Cirebon,269
2022-06-12,Banten,Cirebon,265
2022-06-13,Banten,Cirebon,168
2022-06-14,Banten,Cirebon,205
2022-06-15,Banten,Cirebon,225
2022-06-16,Banten,Cirebon,218
2022-06-17,Banten,Cirebon,246
2022-06-18,Banten,Cirebon,259
2022-06-19,Banten,Cirebon,246
2022-06-20,Banten,Cirebon,225
2022-06-21,Banten,Cirebon,210
2022-06-22,Banten,Cirebon,226
2022-06-23,Banten,Cirebon,213
2022-06-24,Banten,Cirebon,247
2022-06-25,Banten,Cirebon,268
2022-06-26,Banten,Cirebon,211
2022-06-27,Banten,Cirebon,206
2022-06-28,Banten,Cirebon,196
2022-06-29,Banten,Cirebon,157
2022-06-30,Banten,Cirebon,201
2022-07-01,Banten,Cirebon,214
2022-07-02,Banten,Cirebon,271
2022-07-03,Banten,Cirebon,238
2022-07-04,Banten,Cirebon,172
2022-07-05,Banten,Cirebon,156
2022-07-06,Banten,Cirebon,193
2022-07-07,Banten,Cirebon,190
2022-07-08,Banten,Cirebon,223
2022-07-09,Banten,Cirebon,245
2022-07-10,Banten,Cirebon,249
2022-07-11,Banten,Cirebon,157
2022-07-12,Banten,Cirebon,217
2022-07-13,Banten,Cirebon,184
2022-07-14,Banten,Cirebon,198
2022-07-15,Banten,Cirebon,214
2022-07-16,Banten,Cirebon,222
2022-07-17,Banten,Cirebon,222
2022-07-18,Banten,Cirebon,181
2022-07-19,Banten,Cirebon,165
2022-07-20,Banten,Cirebon,163
2022-07-21,Banten,Cirebon,135
2022-07-22,Banten,Cirebon,231
2022-07-23,Banten,Cirebon,210
2022-07-24,Banten,Cirebon,215
2022-07-25,Banten,Cirebon,189
2022-07-26,Banten,Cirebon,183
2022-07-27,Banten,Cirebon,179
2022-07-28,Banten,Cirebon,176
2022-07-29,Banten,Cirebon,222
2022-07-30,Banten,Cirebon,194
2022-07-31,Banten,Cirebon,255
2022-08-01,Banten,Cirebon,211
2022-08-02,Banten,Cirebon,204
2022-08-03,Banten,Cirebon,177
2022-08-04,Banten,Cirebon,188
2022-08-05,Banten,Cirebon,216
2022-08-06,Banten,Cirebon,227
2022-08-07,Banten,Cirebon,227
2022-08-08,Banten,Cirebon,183
2022-08-09,Banten,Cirebon,188
2022-08-10,Banten,Cirebon,162
2022-08-11,Banten,Cirebon,148
2022-08-12,Banten,Cirebon,203
2022-08-13,Banten,Cirebon,238
2022-08-14,Banten,Cirebon,183
2022-08-15,Banten,Cirebon,179
2022-08-16,Banten,Cirebon,167
2022-08-17,Banten,Cirebon,166
2022-08-18,Banten,Cirebon,181
2022-08-19,Banten,Cirebon,180
2022-08-20,Banten,Cirebon,241
2022-08-21,Banten,Cirebon,195
2022-08-22,Banten,Cirebon,143
2022-08-23,Banten,Cirebon,139
2022-08-24,Banten,Cirebon,161
2022-08-25,Banten,Cirebon,140
2022-08-26,Banten,Cirebon,205
2022-08-27,Banten,Cirebon,248
2022-08-28,Banten,Cirebon,222
2022-08-29,Banten,Cirebon,179
2022-08-30,Banten,Cirebon,168
2022-08-31,Banten,Cirebon,162
2022-09-01,Banten,Cirebon,169
2022-09-02,Banten,Cirebon,190
2022-09-03,Banten,Cirebon,203
2022-09-04,Banten,Cirebon,202
2022-09-05,Banten,Cirebon,164
2022-09-06,Banten,Cirebon,170
2022-09-07,Banten,Cirebon,183
2022-09-08,Banten,Cirebon,152
2022-09-09,Banten,Cirebon,198
2022-09-10,Banten,Cirebon,187
2022-09-11,Banten,Cirebon,187
2022-09-12,Banten,Cirebon,189
2022-09-13,Banten,Cirebon,175
2022-09-14,Banten,Cirebon,192
2022-09-15,Banten,Cirebon,162
2022-09-16,Banten,Cirebon,218
2022-09-17,Banten,Cirebon,200
2022-09-18,Banten,Cirebon,206
2022-09-19,Banten,Cirebon,153
2022-09-20,Banten,Cirebon,173
2022-09-21,Banten,Cirebon,159
2022-09-22,Banten,Cirebon,170
2022-09-23,Banten,Cirebon,199
2022-09-24,Banten,Cirebon,185
2022-09-25,Banten,Cirebon,180
2022-09-26,Banten,Cirebon,144
2022-09-27,Banten,Cirebon,197
2022-09-28,Banten,Cirebon,124
2022-09-29,Banten,Cirebon,161
2022-09-30,Banten,Cirebon,190
2022-10-01,Banten,Cirebon,237
2022-10-02,Banten,Cirebon,200
2022-10-03,Banten,Cirebon,162
2022-10-04,Banten,Cirebon,153
2022-10-05,Banten,Cirebon,142
2022-10-06,Banten,Cirebon,193
2022-10-07,Banten,Cirebon,244
2022-10-08,Banten,Cirebon,211
2022-10-09,Banten,Cirebon,244
2022-10-10,Banten,Cirebon,173
2022-10-11,Banten,Cirebon,160
2022-10-12,Banten,Cirebon,141
2022-10-13,Banten,Cirebon,151
2022-10-14,Banten,Cirebon,202
2022-10-15,Banten,Cirebon,190
2022-10-16,Banten,Cirebon,213
2022-10-17,Banten,Cirebon,130
2022-10-18,Banten,Cirebon,145
2022-10-19,Banten,Cirebon,175
2022-10-20,Banten,Cirebon,200
2022-10-21,Banten,Cirebon,211
2022-10-22,Banten,Cirebon,210
2022-10-23,Banten,Cirebon,234
2022-10-24,Banten,Cirebon,170
2022-10-25,Banten,Cirebon,153
2022-10-26,Banten,Cirebon,163
2022-10-27,Banten,Cirebon,194
2022-10-28,Banten,Cirebon,217
2022-10-29,Banten,Cirebon,198
2022-10-30,Banten,Cirebon,233
2022-10-31,Banten,Cirebon,171
2022-11-01,Banten,Cirebon,114
2022-11-02,Banten,Cirebon,184
2022-11-03,Banten,Cirebon,205
2022-11-04,Banten,Cirebon,240
2022-11-05,Banten,Cirebon,196
2022-11-06,Banten,Cirebon,209
2022-11-07,Banten,Cirebon,198
2022-11-08,Banten,Cirebon,176
2022-11-09,Banten,Cirebon,172
2022-11-10,Banten,Cirebon,132
2022-11-11,Banten,Cirebon,173
2022-11-12,Banten,Cirebon,215
2022-11-13,Banten,Cirebon,198
2022-11-14,Banten,Cirebon,175
2022-11-15,Banten,Cirebon,175
2022-11-16,Banten,Cirebon,139
2022-11-17,Banten,Cirebon,134
2022-11-18,Banten,Cirebon,240
2022-11-19,Banten,Cirebon,203
2022-11-20,Banten,Cirebon,185
2022-11-21,Banten,Cirebon,202
2022-11-22,Banten,Cirebon,166
2022-11-23,Banten,Cirebon,153
2022-11-24,Banten,Cirebon,171
2022-11-25,Banten,Cirebon,192
2022-11-26,Banten,Cirebon,177
2022-11-27,Banten,Cirebon,172
2022-11-28,Banten,Cirebon,165
2022-11-29,Banten,Cirebon,210
2022-11-30,Banten,Cirebon,178
2022-12-01,Banten,Cirebon,169
2022-12-02,Banten,Cirebon,207
2022-12-03,Banten,Cirebon,259
2022-12-04,Banten,Cirebon,282
2022-12-05,Banten,Cirebon,176
2022-12-06,Banten,Cirebon,182
2022-12-07,Banten,Cirebon,211
2022-12-08,Banten,Cirebon,205
2022-12-09,Banten,Cirebon,217
2022-12-10,Banten,Cirebon,213
2022-12-11,Banten,Cirebon,203
2022-12-12,Banten,Cirebon,185
2022-12-13,Banten,Cirebon,172
2022-12-14,Banten,Cirebon,168
2022-12-15,Banten,Cirebon,175
2022-12-16,Banten,Cirebon,205
2022-12-17,Banten,Cirebon,247
2022-12-18,Banten,Cirebon,252
2022-12-19,Banten,Cirebon,321
2022-12-20,Banten,Cirebon,369
2022-12-21,Banten,Cirebon,317
2022-12-22,Banten,Cirebon,239
2022-12-23,Banten,Cirebon,346
2022-12-24,Banten,Cirebon,407
